qseqid	sseqid	nident	pident	positive	ppos	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
9701477f9b34286b3cc6_tmdbs	70c7762ab85d8503895c_S2648	19	33.333	34	59.65	57	36	1	971	1025	3	59	6.78e-08	45.8
9701477f9b34286b3cc6_tmdbs	70c7762ab85d8503895c_ptmuld	19	33.333	34	59.65	57	36	1	971	1025	3	59	6.78e-08	45.8
9701477f9b34286b3cc6_tmdbs	4005b5050c202e99e2a5_tmdbs	22	33.846	38	58.46	65	41	1	967	1029	82	146	7.05e-08	51.6
9701477f9b34286b3cc6_tmdbs	3755b33919ea151117dd_mega	16	32.0	32	64.0	50	34	0	974	1023	6	55	7.26e-08	45.8
9701477f9b34286b3cc6_tmdbs	e89702de7b572897948c_mega	18	35.294	33	64.71	51	31	1	973	1021	3	53	7.8e-08	45.4
9701477f9b34286b3cc6_tmdbs	280d442b4b7fdec0652a_mega	23	41.071	37	66.07	56	31	2	970	1025	1	54	1.53e-07	44.7
9701477f9b34286b3cc6_tmdbs	b914382045d6682bf9a7_mega	18	33.962	31	58.49	53	33	1	971	1021	3	55	2.66e-07	44.3
9701477f9b34286b3cc6_tmdbs	58f60bb1d8aaad83cd79_mega	18	35.294	33	64.71	51	32	1	972	1021	4	54	4.26e-07	43.5
9701477f9b34286b3cc6_tmdbs	f6a7b0f2e970f7b28f70_mega	18	33.962	32	60.38	53	33	1	971	1021	3	55	4.52e-07	43.5
9701477f9b34286b3cc6_tmdbs	f0213083ebfae49a6c52_mega	18	33.962	32	60.38	53	33	1	971	1021	2	54	6.34e-07	43.1
9701477f9b34286b3cc6_tmdbs	774fa5a25413aff2c6f3_mega	20	34.483	38	65.52	58	35	2	970	1025	3	59	1.02e-06	42.7
9701477f9b34286b3cc6_tmdbs	c94a25a8f45876980bf8_mega	17	32.692	31	59.62	52	33	1	971	1020	3	54	1.08e-06	42.4
9701477f9b34286b3cc6_tmdbs	ffae150c4f7bd11d59f6_mega	18	33.962	32	60.38	53	33	1	971	1021	2	54	1.22e-06	42.4
9701477f9b34286b3cc6_tmdbs	375b8a1060b67c3b23f6_tmdbs	21	32.812	37	57.81	64	41	1	968	1029	85	148	1.46e-06	47.4
9701477f9b34286b3cc6_tmdbs	375b8a1060b67c3b23f6_fireprot	21	32.812	37	57.81	64	41	1	968	1029	85	148	1.46e-06	47.4
9701477f9b34286b3cc6_tmdbs	eee4a4989257dc6e3d23_mega	18	31.579	36	63.16	57	36	2	971	1025	3	58	1.47e-06	42.0
9701477f9b34286b3cc6_tmdbs	c6b2557a4c9a905ac9d2_mega	19	34.545	30	54.55	55	34	1	973	1025	5	59	1.87e-06	42.0
9701477f9b34286b3cc6_tmdbs	ab69bfdd720d7f33e2e9_mega	17	32.075	31	58.49	53	34	1	971	1021	3	55	2.2e-06	41.6
9701477f9b34286b3cc6_tmdbs	3bde72c812e81de3e8f4_mega	23	29.114	42	53.16	79	49	2	2324	2402	1	72	2.41e-06	42.0
9701477f9b34286b3cc6_tmdbs	d16ec6147df269292de3_mega	17	32.075	31	58.49	53	34	1	971	1021	2	54	4.27e-06	40.8
9701477f9b34286b3cc6_tmdbs	b231e7e49d84ac2c5e11_mega	19	34.545	30	54.55	55	34	1	973	1025	5	59	5.98e-06	40.4
9701477f9b34286b3cc6_tmdbs	ed52f56388e6bff150b2_mega	22	28.205	41	52.56	78	49	2	2325	2402	1	71	1.85e-05	39.3
9701477f9b34286b3cc6_tmdbs	9680013acdeff88cc5a2_mega	14	26.415	31	58.49	53	38	1	970	1021	2	54	0.000206	36.2
9701477f9b34286b3cc6_tmdbs	9335db61a9e401b5c2e0_tmdbs	13	26.0	32	64.0	50	36	1	973	1021	4	53	0.000236	35.8
9701477f9b34286b3cc6_tmdbs	9335db61a9e401b5c2e0_S2648	13	26.0	32	64.0	50	36	1	973	1021	4	53	0.000236	35.8
9701477f9b34286b3cc6_tmdbs	eddc3b4634ac90d16a56_mega	18	34.615	29	55.77	52	31	2	974	1022	5	56	0.000725	34.7
9701477f9b34286b3cc6_tmdbs	f684fd75778d249ebeab_mega	14	27.451	30	58.82	51	35	1	973	1021	10	60	0.001	34.7
9701477f9b34286b3cc6_tmdbs	bced6785e77c9b1804f4_ptmuld	20	26.667	38	50.67	75	51	1	2322	2396	32	102	0.006	33.1
9701477f9b34286b3cc6_tmdbs	90719bfe6f92b5de4a1c_fireprot	20	26.667	38	50.67	75	51	1	2322	2396	33	103	0.007	33.1
9701477f9b34286b3cc6_tmdbs	ae8f9ea9c07d3afaa6c9_mega	17	29.825	30	52.63	57	38	2	967	1022	1	56	0.009	31.6
9701477f9b34286b3cc6_tmdbs	5215aa15815aa70cc1b6_mega	19	24.675	40	51.95	77	48	2	2326	2402	1	67	0.012	31.2
9701477f9b34286b3cc6_tmdbs	5215aa15815aa70cc1b6_mega	10	33.333	15	50.0	30	20	0	2410	2439	1	30	7.6	23.5
9701477f9b34286b3cc6_tmdbs	578264fcefdc3662b129_mega	11	22.0	26	52.0	50	39	0	973	1022	6	55	0.018	30.8
9701477f9b34286b3cc6_tmdbs	360e66ad345127f9b139_mega	17	29.825	30	52.63	57	38	2	967	1022	1	56	0.019	30.4
9701477f9b34286b3cc6_tmdbs	66ececd2fc1942ab4755_mega	16	28.07	31	54.39	57	40	1	969	1024	1	57	0.026	30.0
9701477f9b34286b3cc6_tmdbs	ceafa53387bd6961289b_S669	15	30.0	25	50.0	50	33	1	974	1021	6	55	0.041	29.6
9701477f9b34286b3cc6_tmdbs	656814626a3b0249ad99_mega	16	30.189	25	47.17	53	35	1	974	1024	5	57	0.043	29.6
9701477f9b34286b3cc6_tmdbs	85af5ebaaf79aff682e8_mega	17	33.333	28	54.9	51	31	2	974	1021	7	57	0.052	29.3
9701477f9b34286b3cc6_tmdbs	0e19c0fef51dbfdbe987_mega	16	25.0	28	43.75	64	41	1	2337	2400	9	65	0.11	28.9
9701477f9b34286b3cc6_tmdbs	a9d6db0de59c5bdc0f4f_mega	13	25.0	30	57.69	52	35	2	973	1021	12	62	0.13	28.5
9701477f9b34286b3cc6_tmdbs	376d12e85cb35b8d7172_tmdbs	9	40.909	16	72.73	22	13	0	2379	2400	56	77	0.38	27.7
9701477f9b34286b3cc6_tmdbs	376d12e85cb35b8d7172_tmdbm	9	40.909	16	72.73	22	13	0	2379	2400	56	77	0.38	27.7
9701477f9b34286b3cc6_tmdbs	376d12e85cb35b8d7172_ptmuld	9	40.909	16	72.73	22	13	0	2379	2400	56	77	0.38	27.7
9701477f9b34286b3cc6_tmdbs	677b289bf6098d64c5ab_S2648	9	40.909	16	72.73	22	13	0	2379	2400	57	78	0.41	27.7
9701477f9b34286b3cc6_tmdbs	4c3da4bfb6602d472822_S2648	17	22.973	35	47.3	74	53	1	2323	2396	33	102	0.5	27.7
9701477f9b34286b3cc6_tmdbs	4c3da4bfb6602d472822_ptmuld	17	22.973	35	47.3	74	53	1	2323	2396	33	102	0.5	27.7
9701477f9b34286b3cc6_tmdbs	bf03a414479955aeeb05_fireprot	17	22.973	35	47.3	74	53	1	2323	2396	34	103	0.53	27.7
9701477f9b34286b3cc6_tmdbs	9e69243ee9ff143aac75_mega	16	32.0	30	60.0	50	33	1	976	1024	7	56	1.1	25.4
9701477f9b34286b3cc6_tmdbs	c9324447a9c2402491e2_tmdbs	16	45.714	21	60.0	35	17	2	1106	1138	30	64	7.2	25.0
9701477f9b34286b3cc6_tmdbs	c9324447a9c2402491e2_tmdbm	16	45.714	21	60.0	35	17	2	1106	1138	30	64	7.2	25.0
9701477f9b34286b3cc6_tmdbs	c9324447a9c2402491e2_S2648	16	45.714	21	60.0	35	17	2	1106	1138	30	64	7.2	25.0
9701477f9b34286b3cc6_tmdbs	c9324447a9c2402491e2_ptmuld	16	45.714	21	60.0	35	17	2	1106	1138	30	64	7.2	25.0
9701477f9b34286b3cc6_tmdbs	7833690ecc1bc7a132a7_ptmuld	14	25.455	28	50.91	55	41	0	815	869	138	192	7.4	25.4
9701477f9b34286b3cc6_tmdbs	29f3ded2617597ef65f8_tmdbm	14	25.455	28	50.91	55	41	0	815	869	138	192	7.9	25.4
9701477f9b34286b3cc6_tmdbs	e55e7fb4c445b44a3f64_S669	11	47.826	17	73.91	23	11	1	1939	1961	10	31	8.9	22.3
9701477f9b34286b3cc6_tmdbs	1c0a395cb7279063479e_ptmulnr	14	25.455	28	50.91	55	41	0	815	869	162	216	9.1	25.4
9701477f9b34286b3cc6_tmdbs	1c0a395cb7279063479e_fireprot	14	25.455	28	50.91	55	41	0	815	869	162	216	9.1	25.4
9701477f9b34286b3cc6_tmdbs	9d19d9843878cd442233_tmdbs	16	45.714	21	60.0	35	17	2	1106	1138	96	130	9.2	25.0
9701477f9b34286b3cc6_tmdbs	9d19d9843878cd442233_tmdbm	16	45.714	21	60.0	35	17	2	1106	1138	96	130	9.2	25.0
9701477f9b34286b3cc6_tmdbs	b9a70155f7750f0cae0b_ptmuld	11	47.826	17	73.91	23	11	1	1939	1961	10	31	9.9	22.3
bd1b05e544d8f1c50428_tmdbs	bd1b05e544d8f1c50428_tmdbs	795	100.0	795	100.0	795	0	0	1	795	1	795	0.0	1645.0
bd1b05e544d8f1c50428_tmdbs	f5f994481e76835b899a_S669	76	96.203	77	97.47	79	3	0	436	514	3	81	3.1499999999999994e-54	176.0
bd1b05e544d8f1c50428_tmdbs	a2dc0e198a1b8bdf4800_tmdbs	38	55.882	49	72.06	68	30	0	438	505	5	72	2.34e-26	97.8
bd1b05e544d8f1c50428_tmdbs	a2dc0e198a1b8bdf4800_S669	38	55.882	49	72.06	68	30	0	438	505	5	72	2.34e-26	97.8
bd1b05e544d8f1c50428_tmdbs	cd777d712866f1422028_S669	13	56.522	19	82.61	23	10	0	594	616	92	114	0.061	30.4
bd1b05e544d8f1c50428_tmdbs	c8abe85e0cb501d15ae9_mega	8	29.63	14	51.85	27	19	0	347	373	5	31	5.0	21.9
bd1b05e544d8f1c50428_tmdbs	1f78a34f5d3097b5e6d6_mega	10	38.462	16	61.54	26	16	0	28	53	1	26	5.6	22.3
bd1b05e544d8f1c50428_tmdbs	14a993295feda322e69b_mega	10	38.462	16	61.54	26	16	0	28	53	1	26	5.6	22.3
9335db61a9e401b5c2e0_tmdbs	9335db61a9e401b5c2e0_tmdbs	59	100.0	59	100.0	59	0	0	1	59	1	59	2.33e-41	123.0
9335db61a9e401b5c2e0_tmdbs	9335db61a9e401b5c2e0_S2648	59	100.0	59	100.0	59	0	0	1	59	1	59	2.33e-41	123.0
9335db61a9e401b5c2e0_tmdbs	70b8f8e832f44287f845_fireprot	59	100.0	59	100.0	59	0	0	1	59	1	59	1.06e-39	124.0
9335db61a9e401b5c2e0_tmdbs	70b8f8e832f44287f845_fireprot	15	28.302	29	54.72	53	37	1	1	53	155	206	1.21e-06	37.7
9335db61a9e401b5c2e0_tmdbs	280d442b4b7fdec0652a_mega	24	48.0	35	70.0	50	23	2	5	54	5	51	1.17e-12	50.8
9335db61a9e401b5c2e0_tmdbs	ceafa53387bd6961289b_S669	25	43.103	38	65.52	58	28	3	3	57	4	59	2.32e-10	45.4
9335db61a9e401b5c2e0_tmdbs	3755b33919ea151117dd_mega	20	40.816	29	59.18	49	28	1	5	53	6	53	7.81e-10	43.9
9335db61a9e401b5c2e0_tmdbs	f684fd75778d249ebeab_mega	20	35.714	34	60.71	56	33	2	2	55	8	62	1.89e-09	43.1
9335db61a9e401b5c2e0_tmdbs	ae8f9ea9c07d3afaa6c9_mega	20	37.736	30	56.6	53	33	0	2	54	4	56	2.78e-09	42.4
9335db61a9e401b5c2e0_tmdbs	ab69bfdd720d7f33e2e9_mega	20	39.216	31	60.78	51	30	1	4	53	5	55	3.69e-09	42.4
9335db61a9e401b5c2e0_tmdbs	70c7762ab85d8503895c_tmdbs	20	39.216	31	60.78	51	30	1	4	53	5	55	1.01e-08	41.2
9335db61a9e401b5c2e0_tmdbs	70c7762ab85d8503895c_tmdbm	20	39.216	31	60.78	51	30	1	4	53	5	55	1.01e-08	41.2
9335db61a9e401b5c2e0_tmdbs	70c7762ab85d8503895c_S2648	20	39.216	31	60.78	51	30	1	4	53	5	55	1.01e-08	41.2
9335db61a9e401b5c2e0_tmdbs	70c7762ab85d8503895c_ptmuld	20	39.216	31	60.78	51	30	1	4	53	5	55	1.01e-08	41.2
9335db61a9e401b5c2e0_tmdbs	774fa5a25413aff2c6f3_mega	21	36.842	34	59.65	57	32	2	3	57	5	59	1.07e-08	41.2
9335db61a9e401b5c2e0_tmdbs	360e66ad345127f9b139_mega	19	35.849	30	56.6	53	34	0	2	54	4	56	1.43e-08	40.8
9335db61a9e401b5c2e0_tmdbs	b914382045d6682bf9a7_mega	20	39.216	30	58.82	51	30	1	4	53	5	55	1.58e-08	40.4
9335db61a9e401b5c2e0_tmdbs	66ececd2fc1942ab4755_mega	22	42.308	33	63.46	52	26	3	5	54	6	55	1.84e-08	40.4
9335db61a9e401b5c2e0_tmdbs	b231e7e49d84ac2c5e11_mega	20	37.037	33	61.11	54	33	1	1	53	2	55	2.58e-08	40.0
9335db61a9e401b5c2e0_tmdbs	3cd6213bee178eb0d919_mega	14	26.923	34	65.38	52	37	1	3	54	4	54	2.74e-08	40.0
9335db61a9e401b5c2e0_tmdbs	c94a25a8f45876980bf8_mega	20	40.0	30	60.0	50	29	1	4	52	5	54	2.95e-08	40.0
9335db61a9e401b5c2e0_tmdbs	a2cd7eaba8db01fe5674_mega	14	28.0	33	66.0	50	35	1	5	54	6	54	3.05e-08	39.7
9335db61a9e401b5c2e0_tmdbs	92f00d6e24bba4839b5b_mega	14	26.415	34	64.15	53	38	1	3	55	8	59	3.51e-08	39.7
9335db61a9e401b5c2e0_tmdbs	de7d5aef1173e06d7a0a_mega	13	24.528	34	64.15	53	39	1	3	55	8	59	4.22e-08	39.7
9335db61a9e401b5c2e0_tmdbs	4005b5050c202e99e2a5_tmdbs	20	39.216	31	60.78	51	30	1	4	53	88	138	4.78e-08	41.6
9335db61a9e401b5c2e0_tmdbs	871b68a5814493acbcce_mega	19	35.849	30	56.6	53	30	2	3	53	4	54	5.94e-08	39.3
9335db61a9e401b5c2e0_tmdbs	c6b2557a4c9a905ac9d2_mega	19	35.185	32	59.26	54	34	1	1	53	2	55	9.28e-08	38.5
9335db61a9e401b5c2e0_tmdbs	e89702de7b572897948c_mega	18	35.294	31	60.78	51	32	1	4	53	3	53	1.52e-07	38.1
9335db61a9e401b5c2e0_tmdbs	08f63ac9a85bce9135af_mega	13	25.0	34	65.38	52	38	1	3	54	3	53	1.85e-07	37.7
9335db61a9e401b5c2e0_tmdbs	f6a7b0f2e970f7b28f70_mega	19	37.255	30	58.82	51	31	1	4	53	5	55	2.2e-07	37.7
9335db61a9e401b5c2e0_tmdbs	9680013acdeff88cc5a2_mega	22	40.0	32	58.18	55	31	2	3	56	4	57	2.2e-07	37.7
9335db61a9e401b5c2e0_tmdbs	c391edcfd0f9e5ff51dc_mega	13	25.0	33	63.46	52	38	1	3	54	5	55	3.45e-07	37.4
9335db61a9e401b5c2e0_tmdbs	c91112a3f48bd5d1a5a9_mega	13	25.0	33	63.46	52	38	1	3	54	9	59	3.74e-07	37.4
9335db61a9e401b5c2e0_tmdbs	14af28b910871c2e773a_ptmuld	13	25.0	33	63.46	52	38	1	3	54	4	54	3.85e-07	37.0
9335db61a9e401b5c2e0_tmdbs	57115714fd6439752991_mega	13	25.0	33	63.46	52	38	1	3	54	7	57	3.96e-07	37.0
9335db61a9e401b5c2e0_tmdbs	f0213083ebfae49a6c52_mega	19	38.0	29	58.0	50	30	1	5	53	5	54	4.06e-07	37.0
9335db61a9e401b5c2e0_tmdbs	ffae150c4f7bd11d59f6_mega	19	38.0	29	58.0	50	30	1	5	53	5	54	4.3e-07	37.0
9335db61a9e401b5c2e0_tmdbs	e95f0474dd9c90fa56ed_tmdbs	13	25.0	33	63.46	52	38	1	3	54	9	59	4.5e-07	37.0
9335db61a9e401b5c2e0_tmdbs	e95f0474dd9c90fa56ed_tmdbm	13	25.0	33	63.46	52	38	1	3	54	9	59	4.5e-07	37.0
9335db61a9e401b5c2e0_tmdbs	e95f0474dd9c90fa56ed_S2648	13	25.0	33	63.46	52	38	1	3	54	9	59	4.5e-07	37.0
9335db61a9e401b5c2e0_tmdbs	375b8a1060b67c3b23f6_tmdbs	18	35.294	31	60.78	51	32	1	4	53	90	140	5.01e-07	38.9
9335db61a9e401b5c2e0_tmdbs	375b8a1060b67c3b23f6_fireprot	18	35.294	31	60.78	51	32	1	4	53	90	140	5.01e-07	38.9
9335db61a9e401b5c2e0_tmdbs	9e69243ee9ff143aac75_mega	19	35.185	34	62.96	54	35	0	1	54	1	54	7.82e-07	36.2
9335db61a9e401b5c2e0_tmdbs	fcc1d0e443782f43afb0_mega	13	25.0	32	61.54	52	38	1	3	54	4	54	8.93e-07	36.2
9335db61a9e401b5c2e0_tmdbs	48c7676f5f46c6755d78_mega	14	26.923	31	59.62	52	37	1	3	54	4	54	1.02e-06	35.8
9335db61a9e401b5c2e0_tmdbs	eee4a4989257dc6e3d23_mega	19	35.849	31	58.49	53	30	2	3	53	4	54	1.22e-06	35.8
9335db61a9e401b5c2e0_tmdbs	d16ec6147df269292de3_mega	19	38.0	29	58.0	50	30	1	5	53	5	54	1.24e-06	35.8
9335db61a9e401b5c2e0_tmdbs	656814626a3b0249ad99_mega	17	33.333	31	60.78	51	33	1	5	54	5	55	1.44e-06	35.4
9335db61a9e401b5c2e0_tmdbs	e83953750dcb12bb6899_mega	14	29.167	29	60.42	48	33	1	7	54	8	54	5.23e-06	34.3
9335db61a9e401b5c2e0_tmdbs	9701477f9b34286b3cc6_tmdbs	13	26.0	32	64.0	50	36	1	4	53	973	1021	5.62e-06	35.8
9335db61a9e401b5c2e0_tmdbs	58f60bb1d8aaad83cd79_mega	19	35.849	31	58.49	53	32	2	2	53	3	54	8.79e-06	33.5
9335db61a9e401b5c2e0_tmdbs	f1d0bc8d073ec95126e8_mega	11	28.205	27	69.23	39	27	1	16	54	4	41	2.31e-05	32.7
9335db61a9e401b5c2e0_tmdbs	a9d6db0de59c5bdc0f4f_mega	18	31.579	29	50.88	57	34	2	3	56	11	65	4.49e-05	32.0
9335db61a9e401b5c2e0_tmdbs	11c50d3778ee31393c5b_mega	15	24.194	34	54.84	62	41	2	1	57	4	64	0.000123	30.8
9335db61a9e401b5c2e0_tmdbs	578264fcefdc3662b129_mega	16	29.091	26	47.27	55	33	2	4	53	6	59	0.000176	30.4
9335db61a9e401b5c2e0_tmdbs	fa318866c425334483a0_mega	13	21.667	32	53.33	60	38	2	3	54	5	63	0.000239	30.0
9335db61a9e401b5c2e0_tmdbs	49fc8a63f2d4f0a9a602_mega	14	23.729	32	54.24	59	38	2	3	54	9	67	0.000301	30.0
9335db61a9e401b5c2e0_tmdbs	f0701a82b6d31864256a_mega	15	25.0	34	56.67	60	36	3	3	54	9	67	0.0005	29.3
9335db61a9e401b5c2e0_tmdbs	eddc3b4634ac90d16a56_mega	18	33.962	30	56.6	53	31	4	5	54	5	56	0.000532	28.9
9335db61a9e401b5c2e0_tmdbs	85af5ebaaf79aff682e8_mega	18	34.615	31	59.62	52	30	4	5	53	7	57	0.001	28.5
9335db61a9e401b5c2e0_tmdbs	841d80cc36fc07fb7a4f_mega	10	25.0	24	60.0	40	29	1	3	42	22	60	0.019	25.0
9335db61a9e401b5c2e0_tmdbs	5a0c4ec9f7e1b85c39af_mega	8	36.364	11	50.0	22	14	0	36	57	42	63	0.71	21.2
9335db61a9e401b5c2e0_tmdbs	039edf692252104fafbe_fireprot	7	25.926	14	51.85	27	20	0	2	28	172	198	6.5	18.9
9335db61a9e401b5c2e0_tmdbs	2585df82905437b43644_tmdbs	7	25.926	14	51.85	27	20	0	2	28	147	173	6.6	18.9
9335db61a9e401b5c2e0_tmdbs	2585df82905437b43644_S2648	7	25.926	14	51.85	27	20	0	2	28	147	173	6.6	18.9
9335db61a9e401b5c2e0_tmdbs	e3cf53e8e38e32da88e9_tmdbs	11	39.286	15	53.57	28	17	0	20	47	288	315	8.3	18.9
9335db61a9e401b5c2e0_tmdbs	f94b9ec948ac48f2654c_tmdbs	8	38.095	11	52.38	21	13	0	31	51	1789	1809	8.4	18.9
9335db61a9e401b5c2e0_tmdbs	f94b9ec948ac48f2654c_fireprot	8	38.095	11	52.38	21	13	0	31	51	1789	1809	8.4	18.9
9335db61a9e401b5c2e0_tmdbs	59523bbacbdc27358e85_S669	11	37.931	15	51.72	29	18	0	19	47	186	214	9.7	18.5
6285696d2095cd3fccdb_tmdbs	6285696d2095cd3fccdb_tmdbs	550	100.0	550	100.0	550	0	0	1	550	1	550	0.0	1132.0
6285696d2095cd3fccdb_tmdbs	6285696d2095cd3fccdb_S669	550	100.0	550	100.0	550	0	0	1	550	1	550	0.0	1132.0
6285696d2095cd3fccdb_tmdbs	7833690ecc1bc7a132a7_ptmuld	12	26.087	24	52.17	46	32	1	333	376	241	286	0.42	27.3
6285696d2095cd3fccdb_tmdbs	1c0a395cb7279063479e_ptmulnr	12	26.087	24	52.17	46	32	1	333	376	265	310	0.43	27.3
6285696d2095cd3fccdb_tmdbs	1c0a395cb7279063479e_fireprot	12	26.087	24	52.17	46	32	1	333	376	265	310	0.43	27.3
6285696d2095cd3fccdb_tmdbs	29f3ded2617597ef65f8_tmdbm	12	26.087	24	52.17	46	32	1	333	376	241	286	0.43	27.3
6285696d2095cd3fccdb_tmdbs	6ce4a8784632cd92b6e2_S669	19	27.941	29	42.65	68	42	2	483	547	5	68	4.8	22.3
6285696d2095cd3fccdb_tmdbs	7a1448871a5fd54017be_tmdbs	22	26.506	34	40.96	83	54	2	468	547	206	284	8.0	23.1
6285696d2095cd3fccdb_tmdbs	e53d677e2014bbed5346_tmdbs	10	30.303	18	54.55	33	23	0	23	55	34	66	9.9	21.9
6285696d2095cd3fccdb_tmdbs	e53d677e2014bbed5346_ptmuld	10	30.303	18	54.55	33	23	0	23	55	34	66	9.9	21.9
520538e155326f0c841c_tmdbs	520538e155326f0c841c_tmdbs	393	100.0	393	100.0	393	0	0	1	393	1	393	0.0	813.0
520538e155326f0c841c_tmdbs	520538e155326f0c841c_tmdbm	393	100.0	393	100.0	393	0	0	1	393	1	393	0.0	813.0
520538e155326f0c841c_tmdbs	520538e155326f0c841c_fireprot	393	100.0	393	100.0	393	0	0	1	393	1	393	0.0	813.0
520538e155326f0c841c_tmdbs	8c5e10162f269ae14576_S2648	219	100.0	219	100.0	219	0	0	94	312	1	219	2.8299999999999997e-168	464.0
520538e155326f0c841c_tmdbs	8c5e10162f269ae14576_p53	219	100.0	219	100.0	219	0	0	94	312	1	219	2.8299999999999997e-168	464.0
520538e155326f0c841c_tmdbs	bf1ac36ecda9d4298079_ptmuld	199	100.0	199	100.0	199	0	0	94	292	1	199	2.13e-152	423.0
520538e155326f0c841c_tmdbs	6d7548159acbfcb42d5b_S2648	42	100.0	42	100.0	42	0	0	319	360	1	42	1.92e-23	86.7
520538e155326f0c841c_tmdbs	6d7548159acbfcb42d5b_ptmuld	42	100.0	42	100.0	42	0	0	319	360	1	42	1.92e-23	86.7
520538e155326f0c841c_tmdbs	b8b09e78520e19a95856_tmdbs	19	25.676	30	40.54	74	32	2	254	315	272	334	2.5	24.3
520538e155326f0c841c_tmdbs	52c30fd104aaf96a7cb7_tmdbs	16	36.364	23	52.27	44	21	3	55	91	163	206	4.2	23.5
520538e155326f0c841c_tmdbs	594da28b982bb4b0cea8_mega	12	34.286	17	48.57	35	19	1	22	56	11	41	4.3	21.2
520538e155326f0c841c_tmdbs	fdb458bcdbb08a0939c5_mega	9	29.032	18	58.06	31	22	0	188	218	14	44	6.9	21.2
520538e155326f0c841c_tmdbs	c384caa90289572a8766_S669	13	32.5	20	50.0	40	26	1	108	147	169	207	8.3	22.3
1057ab4b4b5495647057_tmdbs	1057ab4b4b5495647057_tmdbs	434	100.0	434	100.0	434	0	0	1	434	1	434	0.0	907.0
1057ab4b4b5495647057_tmdbs	52c30fd104aaf96a7cb7_tmdbs	322	75.41	358	83.84	427	94	5	13	434	6	426	0.0	664.0
1057ab4b4b5495647057_tmdbs	8a2bca0acd0dbcb5deab_tmdbs	271	66.422	314	76.96	408	122	6	40	434	42	447	0.0	528.0
1057ab4b4b5495647057_tmdbs	ee867b45a223d05dd3ae_S669	218	100.0	218	100.0	218	0	0	217	434	3	220	2.6800000000000003e-167	463.0
1057ab4b4b5495647057_tmdbs	46815ad79a7a149d9c46_S669	152	66.087	183	79.57	230	69	1	214	434	2	231	2.29e-111	322.0
1057ab4b4b5495647057_tmdbs	bced6785e77c9b1804f4_ptmuld	22	25.581	34	39.53	86	54	2	228	313	10	85	1.9	23.9
1057ab4b4b5495647057_tmdbs	90719bfe6f92b5de4a1c_fireprot	22	25.581	34	39.53	86	54	2	228	313	11	86	1.9	23.9
1057ab4b4b5495647057_tmdbs	ef98e84d9fb09aa87bc1_tmdbs	8	38.095	12	57.14	21	13	0	25	45	38	58	7.1	21.6
1057ab4b4b5495647057_tmdbs	ef98e84d9fb09aa87bc1_tmdbm	8	38.095	12	57.14	21	13	0	25	45	38	58	7.1	21.6
1057ab4b4b5495647057_tmdbs	ef98e84d9fb09aa87bc1_ptmuld	8	38.095	12	57.14	21	13	0	25	45	38	58	7.1	21.6
1057ab4b4b5495647057_tmdbs	1a7bba1f31d834efa040_ptmulnr	8	38.095	12	57.14	21	13	0	25	45	60	80	7.8	21.9
1057ab4b4b5495647057_tmdbs	1a7bba1f31d834efa040_fireprot	8	38.095	12	57.14	21	13	0	25	45	60	80	7.8	21.9
1057ab4b4b5495647057_tmdbs	ff52cb715faf80c8666c_tmdbs	12	35.294	16	47.06	34	22	0	162	195	111	144	8.6	22.7
1057ab4b4b5495647057_tmdbs	ff52cb715faf80c8666c_fireprot	12	35.294	16	47.06	34	22	0	162	195	111	144	8.6	22.7
c07b8152be774dc23333_tmdbs	c07b8152be774dc23333_tmdbs	448	100.0	448	100.0	448	0	0	1	448	1	448	0.0	876.0
c07b8152be774dc23333_tmdbs	c07b8152be774dc23333_fireprot	448	100.0	448	100.0	448	0	0	1	448	1	448	0.0	876.0
c07b8152be774dc23333_tmdbs	b3b8d3fdd42f72fa384e_mega	58	98.305	59	100.0	59	1	0	296	354	1	59	7.2e-35	119.0
c07b8152be774dc23333_tmdbs	b3b8d3fdd42f72fa384e_mega	48	87.273	52	94.55	55	7	0	228	282	3	57	2e-28	101.0
c07b8152be774dc23333_tmdbs	62796b30ad89e5be369e_mega	58	98.305	58	98.31	59	1	0	296	354	1	59	2.56e-34	117.0
c07b8152be774dc23333_tmdbs	62796b30ad89e5be369e_mega	48	87.273	51	92.73	55	7	0	228	282	3	57	7.02e-28	99.8
c07b8152be774dc23333_tmdbs	4f6a8928e8138ab68bd4_tmdbs	55	100.0	55	100.0	55	0	0	228	282	2	56	1.5e-32	112.0
c07b8152be774dc23333_tmdbs	4f6a8928e8138ab68bd4_tmdbs	49	89.091	52	94.55	55	6	0	298	352	2	56	1.18e-28	102.0
c07b8152be774dc23333_tmdbs	4f6a8928e8138ab68bd4_tmdbm	55	100.0	55	100.0	55	0	0	228	282	2	56	1.5e-32	112.0
c07b8152be774dc23333_tmdbs	4f6a8928e8138ab68bd4_tmdbm	49	89.091	52	94.55	55	6	0	298	352	2	56	1.18e-28	102.0
c07b8152be774dc23333_tmdbs	4f6a8928e8138ab68bd4_S2648	55	100.0	55	100.0	55	0	0	228	282	2	56	1.5e-32	112.0
c07b8152be774dc23333_tmdbs	4f6a8928e8138ab68bd4_S2648	49	89.091	52	94.55	55	6	0	298	352	2	56	1.18e-28	102.0
